index,Bowl,Date,Notes,points1,points2,team1,team2,stadiumlat,stadiumlng,team1lat,team1lng,team2lat,team2lng
0,Cotton Bowl,1/1/1970,"Dallas, TX",21,17,Texas (1),Notre Dame (9),1,1,1,1,1,1
1,Orange Bowl,1/1/1970,"Miami, FL",10,3,Penn State (2),Missouri (6),1,1,1,1,1,1
2,Rose Bowl,1/1/1970,"Pasadena, CA",10,3,Southern California (5),Michigan (7),1,1,1,1,1,1
3,Sugar Bowl,1/1/1970,"New Orleans, LA",27,22,Mississippi (13),Arkansas (3),1,1,1,1,1,1
4,Bluebonnet Bowl,12/31/1969,"Houston, TX",36,7,Houston (17),Auburn (12),1,1,1,1,1,1
5,Peach Bowl,12/30/1969,"Atlanta, GA",14,3,West Virginia (19),South Carolina,1,1,1,1,1,1
6,Gator Bowl,12/27/1969,"Jacksonville, FL",14,13,Florida (15),Tennessee (11),1,1,1,1,1,1
7,Tangerine Bowl,12/26/1969,"Orlando, FL",56,33,Toledo (20),Davidson,1,1,1,1,1,1
8,Sun Bowl,12/20/1969,"El Paso, TX",45,6,Nebraska (14),Georgia,1,1,1,1,1,1
9,Liberty Bowl,12/13/1969,"Memphis, TN",47,33,Colorado,Alabama,1,1,1,1,1,1
10,Pasadena Bowl,12/6/1969,"Pasadena, CA",28,7,San Diego State,Boston University,1,1,1,1,1,1
11,Gator Bowl,1/2/1971,"Jacksonville, FL",35,28,Auburn (10),Mississippi,1,1,1,1,1,1
12,Cotton Bowl,1/1/1971,"Dallas, TX",24,11,Notre Dame (6),Texas (1),1,1,1,1,1,1
13,Orange Bowl,1/1/1971,"Miami, FL",17,12,Nebraska (3),Louisiana State (5),1,1,1,1,1,1
14,Rose Bowl,1/1/1971,"Pasadena, CA",27,17,Stanford (12),Ohio State (2),1,1,1,1,1,1
15,Sugar Bowl,1/1/1971,"New Orleans, LA",34,13,Tennessee (4),Air Force (11),1,1,1,1,1,1
16,Bluebonnet Bowl,12/31/1970,"Houston, TX",24,24,Oklahoma (20),Alabama,1,1,1,1,1,1
17,Peach Bowl,12/30/1970,"Atlanta, GA",48,26,Arizona State (8),North Carolina,1,1,1,1,1,1
18,Tangerine Bowl,12/28/1970,"Orlando, FL",40,12,Toledo (15),William & Mary,1,1,1,1,1,1
19,Pasadena Bowl,12/19/1970,"Pasadena, CA",24,24,Louisville,Long Beach State,1,1,1,1,1,1
20,Sun Bowl,12/19/1970,"El Paso, TX",17,9,Georgia Tech (13),Texas Tech (19),1,1,1,1,1,1
21,Liberty Bowl,12/12/1970,"Memphis, TN",17,3,Tulane,Colorado,1,1,1,1,1,1
22,Cotton Bowl,1/1/1972,"Dallas, TX",30,6,Penn State (10),Texas (12),1,1,1,1,1,1
23,Orange Bowl,1/1/1972,"Miami, FL",38,6,Nebraska (1),Alabama (2),1,1,1,1,1,1
24,Rose Bowl,1/1/1972,"Pasadena, CA",13,12,Stanford (16),Michigan (4),1,1,1,1,1,1
25,Sugar Bowl,1/1/1972,"New Orleans, LA",40,22,Oklahoma (3),Auburn (5),1,1,1,1,1,1
26,Bluebonnet Bowl,12/31/1971,"Houston, TX",29,17,Colorado (7),Houston (15),1,1,1,1,1,1
27,Gator Bowl,12/31/1971,"Jacksonville, FL",7,3,Georgia (6),North Carolina,1,1,1,1,1,1
28,Peach Bowl,12/30/1971,"Atlanta, GA",41,18,Mississippi (17),Georgia Tech,1,1,1,1,1,1
29,Tangerine Bowl,12/28/1971,"Orlando, FL",28,3,Toledo (14),Richmond,1,1,1,1,1,1
30,Fiesta Bowl,12/27/1971,"Tempe, AZ",45,38,Arizona State (8),Florida State,1,1,1,1,1,1
31,Liberty Bowl,12/20/1971,"Memphis, TN",14,13,Tennessee (9),Arkansas (18),1,1,1,1,1,1
32,Pasadena Bowl,12/18/1971,"Pasadena, CA",28,9,Memphis,San Jose State,1,1,1,1,1,1
33,Sun Bowl,12/18/1971,"El Paso, TX",33,15,Louisiana State (11),Iowa State,1,1,1,1,1,1
34,Cotton Bowl,1/1/1973,"Dallas, TX",17,13,Texas (7),Alabama (4),1,1,1,1,1,1
35,Orange Bowl,1/1/1973,"Miami, FL",40,6,Nebraska (9),Notre Dame (12),1,1,1,1,1,1
36,Rose Bowl,1/1/1973,"Pasadena, CA",42,17,Southern California (1),Ohio State (3),1,1,1,1,1,1
37,Sugar Bowl,12/31/1972,"New Orleans, LA",14,0,Oklahoma (2),Penn State (5),1,1,1,1,1,1
38,Bluebonnet Bowl,12/30/1972,"Houston, TX",24,17,Tennessee (11),Louisiana State (10),1,1,1,1,1,1
39,Gator Bowl,12/30/1972,"Jacksonville, FL",24,3,Auburn (6),Colorado (13),1,1,1,1,1,1
40,Sun Bowl,12/30/1972,"El Paso, TX",32,28,North Carolina (16),Texas Tech,1,1,1,1,1,1
41,Peach Bowl,12/29/1972,"Atlanta, GA",49,13,North Carolina State,West Virginia (18),1,1,1,1,1,1
42,Tangerine Bowl,12/29/1972,"Orlando, FL",21,18,Tampa,Kent State,1,1,1,1,1,1
43,Fiesta Bowl,12/23/1972,"Tempe, AZ",49,35,Arizona State (15),Missouri,1,1,1,1,1,1
44,Liberty Bowl,12/18/1972,"Memphis, TN",31,30,Georgia Tech,Iowa State,1,1,1,1,1,1
45,Cotton Bowl,1/1/1974,"Dallas, TX",19,3,Nebraska (12),Texas (8),1,1,1,1,1,1
46,Orange Bowl,1/1/1974,"Miami, FL",16,9,Penn State (6),Louisiana State (13),1,1,1,1,1,1
47,Rose Bowl,1/1/1974,"Pasadena, CA",42,21,Ohio State (4),Southern California (7),1,1,1,1,1,1
48,Sugar Bowl,12/31/1973,"New Orleans, LA",24,23,Notre Dame (3),Alabama (1),1,1,1,1,1,1
49,Bluebonnet Bowl,12/29/1973,"Houston, TX",47,7,Houston (14),Tulane (17),1,1,1,1,1,1
50,Gator Bowl,12/29/1973,"Jacksonville, FL",28,19,Texas Tech (11),Tennessee (20),1,1,1,1,1,1
51,Sun Bowl,12/29/1973,"El Paso, TX",34,17,Missouri,Auburn,1,1,1,1,1,1
52,Peach Bowl,12/28/1973,"Atlanta, GA",17,16,Georgia,Maryland (18),1,1,1,1,1,1
53,Tangerine Bowl,12/22/1973,"Gainesville, FL",16,7,Miami (OH) (15),Florida,1,1,1,1,1,1
54,Fiesta Bowl,12/21/1973,"Tempe, AZ",28,7,Arizona State (10),Pittsburgh,1,1,1,1,1,1
55,Liberty Bowl,12/17/1973,"Memphis, TN",31,18,North Carolina State (16),Kansas (19),1,1,1,1,1,1
56,Cotton Bowl,1/1/1975,"Dallas, TX",41,20,Penn State (7),Baylor (12),1,1,1,1,1,1
57,Orange Bowl,1/1/1975,"Miami, FL",13,11,Notre Dame (9),Alabama (2),1,1,1,1,1,1
58,Rose Bowl,1/1/1975,"Pasadena, CA",18,17,Southern California (5),Ohio State (3),1,1,1,1,1,1
59,Sugar Bowl,12/31/1974,"New Orleans, LA",13,10,Nebraska (8),Florida (18),1,1,1,1,1,1
60,Gator Bowl,12/30/1974,"Jacksonville, FL",27,3,Auburn (6),Texas (11),1,1,1,1,1,1
61,Fiesta Bowl,12/28/1974,"Tempe, AZ",16,6,Oklahoma State,Brigham Young (17),1,1,1,1,1,1
62,Peach Bowl,12/28/1974,"Atlanta, GA",6,6,Vanderbilt,Texas Tech,1,1,1,1,1,1
63,Sun Bowl,12/28/1974,"El Paso, TX",26,24,Mississippi State,North Carolina,1,1,1,1,1,1
64,Bluebonnet Bowl,12/23/1974,"Houston, TX",31,31,North Carolina State (13),Houston,1,1,1,1,1,1
65,Tangerine Bowl,12/21/1974,"Orlando, FL",21,10,Miami (OH) (15),Georgia,1,1,1,1,1,1
66,Liberty Bowl,12/16/1974,"Memphis, TN",7,3,Tennessee,Maryland (10),1,1,1,1,1,1
67,Cotton Bowl,1/1/1976,"Dallas, TX",31,10,Arkansas (18),Georgia (12),1,1,1,1,1,1
68,Orange Bowl,1/1/1976,"Miami, FL",14,6,Oklahoma (3),Michigan (5),1,1,1,1,1,1
69,Rose Bowl,1/1/1976,"Pasadena, CA",23,10,UCLA (11),Ohio State (1),1,1,1,1,1,1
70,Peach Bowl,12/31/1975,"Atlanta, GA",13,10,West Virginia,North Carolina State,1,1,1,1,1,1
71,Sugar Bowl,12/31/1975,"New Orleans, LA",13,6,Alabama (4),Penn State (8),1,1,1,1,1,1
72,Gator Bowl,12/29/1975,"Jacksonville, FL",13,0,Maryland (17),Florida (13),1,1,1,1,1,1
73,Bluebonnet Bowl,12/27/1975,"Houston, TX",38,21,Texas (9),Colorado (10),1,1,1,1,1,1
74,Fiesta Bowl,12/26/1975,"Tempe, AZ",17,14,Arizona State (7),Nebraska (6),1,1,1,1,1,1
75,Sun Bowl,12/26/1975,"El Paso, TX",33,19,Pittsburgh (20),Kansas (19),1,1,1,1,1,1
76,Liberty Bowl,12/22/1975,"Memphis, TN",20,0,Southern California,Texas A&M (2),1,1,1,1,1,1
77,Tangerine Bowl,12/20/1975,"Orlando, FL",20,7,Miami (OH) (16),South Carolina,1,1,1,1,1,1
78,Sun Bowl,1/2/1977,"El Paso, TX",37,14,Texas A&M (10),Florida,1,1,1,1,1,1
79,Cotton Bowl,1/1/1977,"Dallas, TX",30,21,Houston (6),Maryland (4),1,1,1,1,1,1
80,Orange Bowl,1/1/1977,"Miami, FL",27,10,Ohio State (11),Colorado (12),1,1,1,1,1,1
81,Rose Bowl,1/1/1977,"Pasadena, CA",14,6,Southern California (3),Michigan (2),1,1,1,1,1,1
82,Sugar Bowl,1/1/1977,"New Orleans, LA",27,3,Pittsburgh (1),Georgia (5),1,1,1,1,1,1
83,Bluebonnet Bowl,12/31/1976,"Houston, TX",27,24,Nebraska (13),Texas Tech (9),1,1,1,1,1,1
84,Peach Bowl,12/31/1976,"Atlanta, GA",21,0,Kentucky,North Carolina (19),1,1,1,1,1,1
85,Gator Bowl,12/27/1976,"Jacksonville, FL",20,9,Notre Dame (15),Penn State (20),1,1,1,1,1,1
86,Fiesta Bowl,12/25/1976,"Tempe, AZ",41,7,Oklahoma (8),Wyoming,1,1,1,1,1,1
87,Liberty Bowl,12/20/1976,"Memphis, TN",36,6,Alabama (16),UCLA (7),1,1,1,1,1,1
88,Tangerine Bowl,12/18/1976,"Orlando, FL",49,21,Oklahoma State (14),Brigham Young,1,1,1,1,1,1
89,Independence Bowl,12/13/1976,"Shreveport, LA",20,16,McNeese State,Tulsa,1,1,1,1,1,1
90,Cotton Bowl,1/2/1978,"Dallas, TX",38,10,Notre Dame (5),Texas (1),1,1,1,1,1,1
91,Orange Bowl,1/2/1978,"Miami, FL",31,6,Arkansas (6),Oklahoma (2),1,1,1,1,1,1
92,Rose Bowl,1/2/1978,"Pasadena, CA",27,20,Washington (13),Michigan (4),1,1,1,1,1,1
93,Sugar Bowl,1/2/1978,"New Orleans, LA",35,6,Alabama (3),Ohio State (9),1,1,1,1,1,1
94,Bluebonnet Bowl,12/31/1977,"Houston, TX",47,28,Southern California (20),Texas A&M (17),1,1,1,1,1,1
95,Peach Bowl,12/31/1977,"Atlanta, GA",24,14,North Carolina State,Iowa State,1,1,1,1,1,1
96,Sun Bowl,12/31/1977,"El Paso, TX",24,14,Stanford,Louisiana State,1,1,1,1,1,1
97,Gator Bowl,12/30/1977,"Jacksonville, FL",34,3,Pittsburgh (10),Clemson (11),1,1,1,1,1,1
98,Fiesta Bowl,12/25/1977,"Tempe, AZ",42,30,Penn State (8),Arizona State (15),1,1,1,1,1,1
99,Tangerine Bowl,12/23/1977,"Orlando, FL",40,17,Florida State (19),Texas Tech,1,1,1,1,1,1
100,Hall of Fame Classic,12/22/1977,"Birmingham, AL",17,7,Maryland,Minnesota,1,1,1,1,1,1
101,Liberty Bowl,12/19/1977,"Memphis, TN",21,17,Nebraska (12),North Carolina (14),1,1,1,1,1,1
102,Independence Bowl,12/17/1977,"Shreveport, LA",24,14,Louisiana Tech,Louisville,1,1,1,1,1,1
103,Cotton Bowl,1/1/1979,"Dallas, TX",35,34,Notre Dame (10),Houston (9),1,1,1,1,1,1
104,Orange Bowl,1/1/1979,"Miami, FL",31,24,Oklahoma (4),Nebraska (6),1,1,1,1,1,1
105,Rose Bowl,1/1/1979,"Pasadena, CA",17,10,Southern California (3),Michigan (5),1,1,1,1,1,1
106,Sugar Bowl,1/1/1979,"New Orleans, LA",14,7,Alabama (2),Penn State (1),1,1,1,1,1,1
107,Bluebonnet Bowl,12/31/1978,"Houston, TX",25,22,Stanford,Georgia (11),1,1,1,1,1,1
108,Gator Bowl,12/29/1978,"Jacksonville, FL",17,15,Clemson (7),Ohio State (20),1,1,1,1,1,1
109,Fiesta Bowl,12/25/1978,"Tempe, AZ",10,10,UCLA (15),Arkansas (8),1,1,1,1,1,1
110,Peach Bowl,12/25/1978,"Atlanta, GA",41,21,Purdue (17),Georgia Tech,1,1,1,1,1,1
111,Liberty Bowl,12/23/1978,"Memphis, TN",20,15,Missouri (18),Louisiana State,1,1,1,1,1,1
112,Sun Bowl,12/23/1978,"El Paso, TX",42,0,Texas (14),Maryland (13),1,1,1,1,1,1
113,Tangerine Bowl,12/23/1978,"Orlando, FL",30,17,North Carolina State,Pittsburgh (16),1,1,1,1,1,1
114,Holiday Bowl,12/22/1978,"San Diego, CA",23,16,Navy,Brigham Young,1,1,1,1,1,1
115,Hall of Fame Classic,12/20/1978,"Birmingham, AL",28,12,Texas A&M,Iowa State (19),1,1,1,1,1,1
116,Garden State Bowl,12/16/1978,"East Rutherford, NJ",34,18,Arizona State,Rutgers,1,1,1,1,1,1
117,Independence Bowl,12/16/1978,"Shreveport, LA",35,13,East Carolina,Louisiana Tech,1,1,1,1,1,1
118,Cotton Bowl,1/1/1980,"Dallas, TX",17,14,Houston (8),Nebraska (7),1,1,1,1,1,1
119,Orange Bowl,1/1/1980,"Miami, FL",24,7,Oklahoma (5),Florida State (4),1,1,1,1,1,1
120,Rose Bowl,1/1/1980,"Pasadena, CA",17,16,Southern California (3),Ohio State (1),1,1,1,1,1,1
121,Sugar Bowl,1/1/1980,"New Orleans, LA",24,9,Alabama (2),Arkansas (6),1,1,1,1,1,1
122,Bluebonnet Bowl,12/31/1979,"Houston, TX",27,22,Purdue (12),Tennessee,1,1,1,1,1,1
123,Peach Bowl,12/31/1979,"Atlanta, GA",24,18,Baylor (19),Clemson (18),1,1,1,1,1,1
124,Hall of Fame Classic,12/29/1979,"Birmingham, AL",24,14,Missouri,South Carolina (16),1,1,1,1,1,1
125,Gator Bowl,12/28/1979,"Jacksonville, FL",17,15,North Carolina,Michigan (14),1,1,1,1,1,1
126,Fiesta Bowl,12/25/1979,"Tempe, AZ",16,10,Pittsburgh (10),Arizona,1,1,1,1,1,1
127,Liberty Bowl,12/22/1979,"Memphis, TN",9,6,Penn State,Tulane (15),1,1,1,1,1,1
128,Sun Bowl,12/22/1979,"El Paso, TX",14,7,Washington (13),Texas (11),1,1,1,1,1,1
129,Tangerine Bowl,12/22/1979,"Orlando, FL",34,10,Louisiana State,Wake Forest,1,1,1,1,1,1
130,Holiday Bowl,12/21/1979,"San Diego, CA",38,37,Indiana,Brigham Young (9),1,1,1,1,1,1
131,Garden State Bowl,12/15/1979,"East Rutherford, NJ",28,17,Temple (20),California,1,1,1,1,1,1
132,Independence Bowl,12/15/1979,"Shreveport, LA",31,7,Syracuse,McNeese State,1,1,1,1,1,1
133,Peach Bowl,1/2/1981,"Atlanta, GA",20,10,Miami (FL) (20),Virginia Tech,1,1,1,1,1,1
134,Cotton Bowl,1/1/1981,"Dallas, TX",30,2,Alabama (9),Baylor (6),1,1,1,1,1,1
135,Orange Bowl,1/1/1981,"Miami, FL",18,17,Oklahoma (4),Florida State (2),1,1,1,1,1,1
136,Rose Bowl,1/1/1981,"Pasadena, CA",23,6,Michigan (5),Washington (16),1,1,1,1,1,1
137,Sugar Bowl,1/1/1981,"New Orleans, LA",17,10,Georgia (1),Notre Dame (7),1,1,1,1,1,1
138,Bluebonnet Bowl,12/31/1980,"Houston, TX",16,7,North Carolina (13),Texas,1,1,1,1,1,1
139,Gator Bowl,12/29/1980,"Jacksonville, FL",37,9,Pittsburgh (3),South Carolina (18),1,1,1,1,1,1
140,Hall of Fame Classic,12/27/1980,"Birmingham, AL",34,15,Arkansas,Tulane,1,1,1,1,1,1
141,Liberty Bowl,12/27/1980,"Memphis, TN",28,25,Purdue,Missouri,1,1,1,1,1,1
142,Sun Bowl,12/27/1980,"El Paso, TX",31,17,Nebraska (8),Mississippi State (17),1,1,1,1,1,1
143,Fiesta Bowl,12/26/1980,"Tempe, AZ",31,19,Penn State (10),Ohio State (11),1,1,1,1,1,1
144,Tangerine Bowl,12/20/1980,"Orlando, FL",35,20,Florida,Maryland,1,1,1,1,1,1
145,Holiday Bowl,12/19/1980,"San Diego, CA",46,45,Brigham Young (14),Southern Methodist (19),1,1,1,1,1,1
146,Garden State Bowl,12/14/1980,"East Rutherford, NJ",35,0,Houston,Navy,1,1,1,1,1,1
147,Independence Bowl,12/13/1980,"Shreveport, LA",16,14,Southern Mississippi,McNeese State,1,1,1,1,1,1
148,Cotton Bowl,1/1/1982,"Dallas, TX",14,12,Texas (6),Alabama (3),1,1,1,1,1,1
149,Fiesta Bowl,1/1/1982,"Tempe, AZ",26,10,Penn State (7),Southern California (8),1,1,1,1,1,1
150,Orange Bowl,1/1/1982,"Miami, FL",22,15,Clemson (1),Nebraska (4),1,1,1,1,1,1
151,Rose Bowl,1/1/1982,"Pasadena, CA",28,0,Washington (12),Iowa (13),1,1,1,1,1,1
152,Sugar Bowl,1/1/1982,"New Orleans, LA",24,20,Pittsburgh (10),Georgia (2),1,1,1,1,1,1
153,Bluebonnet Bowl,12/31/1981,"Houston, TX",33,14,Michigan (16),UCLA (19),1,1,1,1,1,1
154,Hall of Fame Classic,12/31/1981,"Birmingham, AL",10,0,Mississippi State,Kansas,1,1,1,1,1,1
155,Peach Bowl,12/31/1981,"Atlanta, GA",26,6,West Virginia,Florida,1,1,1,1,1,1
156,Liberty Bowl,12/30/1981,"Memphis, TN",31,28,Ohio State (15),Navy,1,1,1,1,1,1
157,Gator Bowl,12/28/1981,"Jacksonville, FL",31,27,North Carolina (11),Arkansas,1,1,1,1,1,1
158,Sun Bowl,12/26/1981,"El Paso, TX",40,14,Oklahoma,Houston,1,1,1,1,1,1
159,California Bowl,12/19/1981,"Fresno, CA",27,25,Toledo,San Jose State,1,1,1,1,1,1
160,Tangerine Bowl,12/19/1981,"Orlando, FL",19,17,Missouri,Southern Mississippi (18),1,1,1,1,1,1
161,Holiday Bowl,12/18/1981,"San Diego, CA",38,36,Brigham Young (14),Washington State (20),1,1,1,1,1,1
162,Garden State Bowl,12/13/1981,"East Rutherford, NJ",28,21,Tennessee,Wisconsin,1,1,1,1,1,1
163,Independence Bowl,12/12/1981,"Shreveport, LA",33,16,Texas A&M,Oklahoma State,1,1,1,1,1,1
164,Cotton Bowl,1/1/1983,"Dallas, TX",7,3,Southern Methodist (4),Pittsburgh (6),1,1,1,1,1,1
165,Fiesta Bowl,1/1/1983,"Tempe, AZ",32,21,Arizona State (11),Oklahoma (12),1,1,1,1,1,1
166,Orange Bowl,1/1/1983,"Miami, FL",21,20,Nebraska (3),Louisiana State (13),1,1,1,1,1,1
167,Rose Bowl,1/1/1983,"Pasadena, CA",24,14,UCLA (5),Michigan (19),1,1,1,1,1,1
168,Sugar Bowl,1/1/1983,"New Orleans, LA",27,23,Penn State (2),Georgia (1),1,1,1,1,1,1
169,Bluebonnet Bowl,12/31/1982,"Houston, TX",28,24,Arkansas (14),Florida,1,1,1,1,1,1
170,Hall of Fame Classic,12/31/1982,"Birmingham, AL",36,28,Air Force,Vanderbilt,1,1,1,1,1,1
171,Peach Bowl,12/31/1982,"Atlanta, GA",28,22,Iowa,Tennessee,1,1,1,1,1,1
172,Gator Bowl,12/30/1982,"Jacksonville, FL",31,12,Florida State,West Virginia (10),1,1,1,1,1,1
173,Liberty Bowl,12/29/1982,"Memphis, TN",21,15,Alabama,Illinois,1,1,1,1,1,1
174,Aloha Bowl,12/25/1982,"Honolulu, HI",21,20,Washington (9),Maryland (16),1,1,1,1,1,1
175,Sun Bowl,12/25/1982,"El Paso, TX",26,10,North Carolina,Texas (8),1,1,1,1,1,1
176,California Bowl,12/18/1982,"Fresno, CA",29,28,Fresno State,Bowling Green State,1,1,1,1,1,1
177,Tangerine Bowl,12/18/1982,"Orlando, FL",33,26,Auburn (18),Boston College,1,1,1,1,1,1
178,Holiday Bowl,12/17/1982,"San Diego, CA",47,17,Ohio State (17),Brigham Young,1,1,1,1,1,1
179,Independence Bowl,12/11/1982,"Shreveport, LA",14,3,Wisconsin,Kansas State,1,1,1,1,1,1
180,Cotton Bowl,1/2/1984,"Dallas, TX",10,9,Georgia (7),Texas (2),1,1,1,1,1,1
181,Fiesta Bowl,1/2/1984,"Tempe, AZ",28,23,Ohio State (14),Pittsburgh (15),1,1,1,1,1,1
182,Orange Bowl,1/2/1984,"Miami, FL",31,30,Miami (FL) (5),Nebraska (1),1,1,1,1,1,1
183,Rose Bowl,1/2/1984,"Pasadena, CA",45,9,UCLA,Illinois (4),1,1,1,1,1,1
184,Sugar Bowl,1/2/1984,"New Orleans, LA",9,7,Auburn (3),Michigan (8),1,1,1,1,1,1
185,Bluebonnet Bowl,12/31/1983,"Houston, TX",24,14,Oklahoma State,Baylor (20),1,1,1,1,1,1
186,Gator Bowl,12/30/1983,"Jacksonville, FL",14,6,Florida (11),Iowa (10),1,1,1,1,1,1
187,Peach Bowl,12/30/1983,"Atlanta, GA",28,3,Florida State,North Carolina,1,1,1,1,1,1
188,Liberty Bowl,12/29/1983,"Memphis, TN",19,18,Notre Dame,Boston College (13),1,1,1,1,1,1
189,Aloha Bowl,12/26/1983,"Honolulu, HI",13,10,Penn State,Washington,1,1,1,1,1,1
190,Sun Bowl,12/24/1983,"El Paso, TX",28,7,Alabama,Southern Methodist (6),1,1,1,1,1,1
191,Holiday Bowl,12/23/1983,"San Diego, CA",21,17,Brigham Young (9),Missouri,1,1,1,1,1,1
192,Hall of Fame Classic,12/22/1983,"Birmingham, AL",20,16,West Virginia (18),Kentucky,1,1,1,1,1,1
193,California Bowl,12/17/1983,"Fresno, CA",20,13,Northern Illinois,Cal State Fullerton,1,1,1,1,1,1
194,Citrus Bowl,12/17/1983,"Orlando, FL",30,23,Tennessee,Maryland (16),1,1,1,1,1,1
195,Independence Bowl,12/10/1983,"Shreveport, LA",9,3,Air Force (16),Mississippi,1,1,1,1,1,1
196,Cotton Bowl,1/1/1985,"Dallas, TX",45,28,Boston College (8),Houston,1,1,1,1,1,1
197,Fiesta Bowl,1/1/1985,"Tempe, AZ",39,37,UCLA (14),Miami (FL) (13),1,1,1,1,1,1
198,Orange Bowl,1/1/1985,"Miami, FL",28,17,Washington (4),Oklahoma (2),1,1,1,1,1,1
199,Rose Bowl,1/1/1985,"Pasadena, CA",20,17,Southern California (18),Ohio State (6),1,1,1,1,1,1
200,Sugar Bowl,1/1/1985,"New Orleans, LA",28,10,Nebraska (5),Louisiana State (11),1,1,1,1,1,1
201,Bluebonnet Bowl,12/31/1984,"Houston, TX",31,14,West Virginia,Texas Christian,1,1,1,1,1,1
202,Peach Bowl,12/31/1984,"Atlanta, GA",27,24,Virginia,Purdue,1,1,1,1,1,1
203,Aloha Bowl,12/29/1984,"Honolulu, HI",27,20,Southern Methodist (10),Notre Dame (17),1,1,1,1,1,1
204,Hall of Fame Classic,12/29/1984,"Birmingham, AL",20,19,Kentucky,Wisconsin (20),1,1,1,1,1,1
205,Gator Bowl,12/28/1984,"Jacksonville, FL",21,14,Oklahoma State (9),South Carolina (7),1,1,1,1,1,1
206,Liberty Bowl,12/27/1984,"Memphis, TN",21,15,Auburn (16),Arkansas,1,1,1,1,1,1
207,Freedom Bowl,12/26/1984,"Anaheim, CA",55,17,Iowa,Texas (19),1,1,1,1,1,1
208,Cherry Bowl,12/22/1984,"Pontiac, MI",10,6,Army,Michigan State,1,1,1,1,1,1
209,Citrus Bowl,12/22/1984,"Orlando, FL",17,17,Georgia,Florida State (15),1,1,1,1,1,1
210,Sun Bowl,12/22/1984,"El Paso, TX",28,27,Maryland (12),Tennessee,1,1,1,1,1,1
211,Holiday Bowl,12/21/1984,"San Diego, CA",24,17,Brigham Young (1),Michigan,1,1,1,1,1,1
212,California Bowl,12/15/1984,"Fresno, CA",30,13,Nevada-Las Vegas,Toledo,1,1,1,1,1,1
213,Independence Bowl,12/15/1984,"Shreveport, LA",23,7,Air Force,Virginia Tech,1,1,1,1,1,1
214,Cotton Bowl,1/1/1986,"Dallas, TX",36,16,Texas A&M (11),Auburn (16),1,1,1,1,1,1
215,Fiesta Bowl,1/1/1986,"Tempe, AZ",27,23,Michigan (5),Nebraska (7),1,1,1,1,1,1
216,Orange Bowl,1/1/1986,"Miami, FL",25,10,Oklahoma (3),Penn State (1),1,1,1,1,1,1
217,Rose Bowl,1/1/1986,"Pasadena, CA",45,28,UCLA (13),Iowa (4),1,1,1,1,1,1
218,Sugar Bowl,1/1/1986,"New Orleans, LA",35,7,Tennessee (8),Miami (FL) (2),1,1,1,1,1,1
219,Bluebonnet Bowl,12/31/1985,"Houston, TX",24,16,Air Force (10),Texas,1,1,1,1,1,1
220,Hall of Fame Classic,12/31/1985,"Birmingham, AL",17,14,Georgia Tech,Michigan State,1,1,1,1,1,1
221,Peach Bowl,12/31/1985,"Atlanta, GA",31,29,Army,Illinois,1,1,1,1,1,1
222,Freedom Bowl,12/30/1985,"Anaheim, CA",20,17,Washington,Colorado,1,1,1,1,1,1
223,Gator Bowl,12/30/1985,"Jacksonville, FL",34,23,Florida State (18),Oklahoma State (19),1,1,1,1,1,1
224,Aloha Bowl,12/28/1985,"Honolulu, HI",24,3,Alabama (15),Southern California,1,1,1,1,1,1
225,Citrus Bowl,12/28/1985,"Orlando, FL",10,7,Ohio State (17),Brigham Young (9),1,1,1,1,1,1
226,Sun Bowl,12/28/1985,"El Paso, TX",13,13,Georgia,Arizona,1,1,1,1,1,1
227,Liberty Bowl,12/27/1985,"Memphis, TN",21,7,Baylor,Louisiana State (12),1,1,1,1,1,1
228,Holiday Bowl,12/22/1985,"San Diego, CA",18,17,Arkansas (14),Arizona State,1,1,1,1,1,1
229,Cherry Bowl,12/21/1985,"Pontiac, MI",35,18,Maryland (20),Syracuse,1,1,1,1,1,1
230,Independence Bowl,12/21/1985,"Shreveport, LA",20,13,Minnesota,Clemson,1,1,1,1,1,1
231,California Bowl,12/14/1985,"Fresno, CA",51,7,Fresno State,Bowling Green State (20),1,1,1,1,1,1
232,Fiesta Bowl,1/2/1987,"Tempe, AZ",14,10,Penn State (2),Miami (FL) (1),1,1,1,1,1,1
233,Citrus Bowl,1/1/1987,"Orlando, FL",16,7,Auburn (10),Southern California,1,1,1,1,1,1
234,Cotton Bowl,1/1/1987,"Dallas, TX",28,12,Ohio State (11),Texas A&M (8),1,1,1,1,1,1
235,Orange Bowl,1/1/1987,"Miami, FL",42,8,Oklahoma (3),Arkansas (9),1,1,1,1,1,1
236,Rose Bowl,1/1/1987,"Pasadena, CA",22,15,Arizona State (7),Michigan (4),1,1,1,1,1,1
237,Sugar Bowl,1/1/1987,"New Orleans, LA",30,15,Nebraska (6),Louisiana State (5),1,1,1,1,1,1
238,All-American Bowl,12/31/1986,"Birmingham, AL",27,13,Florida State,Indiana,1,1,1,1,1,1
239,Bluebonnet Bowl,12/31/1986,"Houston, TX",21,9,Baylor (14),Colorado,1,1,1,1,1,1
240,Peach Bowl,12/31/1986,"Atlanta, GA",25,24,Virginia Tech,North Carolina State (18),1,1,1,1,1,1
241,Freedom Bowl,12/30/1986,"Anaheim, CA",31,10,UCLA (15),Brigham Young,1,1,1,1,1,1
